"date" "year" "site" "Lat" "Long" "transect" "P_miniata" "P_brevispinus" "P_ochraceus" "H_rufescens" "M_franciscanus" "S_purpuratus" "N_luetkana_juv" "N_luetkana_adult" "S_osmundacea" "P_californica" "E_menziesii" "L_farlowii" "L_setchelli" "A_marginata" "C_costata" "D_californicum" "Desmerestia" "perc_sand" "mean_relief" "perc_rock" "total_discharge_cfs" "distance_to_freshwater_m" "kelp_persistence_years_100m" "kelp_persistence_years_100m_5." "kelp_cover_100" "kelp_persistence_years_500m" "kelp_persistence_years_500m_5." "kelp_cover_500" "N_luetkana"
"12" "9/30/2020" "2020" "Van Damme" 39.268 -123.788 2 11 0 0 18 0 0 0 0 0 24 0 0 0 0 6 0 5 0 1 0 1.202037370461 300 3 3 0 4 3 0 0
"13" "10/1/2020" "2020" "Arena Cove" 38.907 -123.706 1 0 0 0 93 0 0 0 6 0 127 3 53 0 0 0 1 27 33.33333333 1 53.33333333 0.580138026429 838.627 1 1 0 3 0 0 6
"14" "10/1/2020" "2020" "Arena Cove" 38.907 -123.706 2 0 0 0 19 0 0 0 0 0 70 1 152 0 0 0 5 11 30 1 53.33333333 0.580138026429 838.627 1 1 0 3 0 0 0
"15" "8/12/2021" "2021" "Russian Gulch" 38.466168 -123.156757 1 4 3 1 3 0 11 3 82 0 23 0 54 38 100 0 0 15 0 0.6 0 2.954679745101 66.06 1 1 1 3 2 0.98 85
"16" "8/12/2021" "2021" "Russian Gulch" 38.466168 -123.156757 2 6 0 5 1 0 44 0 35 1 10 0 360 50 0 0 0 0 0 1 0 2.954679745101 66.06 2 2 1 3 2 0.98 35
"17" "9/10/2021" "2021" "Navarro River" 39.18 -123.754 1 0 0 110 0 0 0 0 7 0 4 0 43 1 10 0 0 9 36.66666667 1.066666667 46.66666667 43.712015152461 718 2 2 0 5 4 0.1 7
"18" "9/10/2021" "2021" "Navarro River" 39.18 -123.754 2 0 0 93 0 0 0 6 21 0 15 0 50 10 10 0 0 6 40 1.3 46.66666667 43.712015152461 718 2 2 0 5 4 0.1 27
"19" "9/3/2021" "2021" "Shell Beach" 38.72461 -123.47869 1 0 0 1 1 0 0 0 0 0 74 0 2 45 6 0 0 0 83.33333333 0.333333333 93.33333333 0 6900.11 5 5 0.61 5 5 0.38 0
"20" "9/3/2021" "2021" "Shell Beach" 38.72461 -123.47869 2 0 0 0 0 0 0 0 0 0 185 19 25 16 0 0 0 0 70 0.533333333 73.33333333 0 6900.11 5 5 0.53 5 5 0.45 0
"21" "9/2/2021" "2021" "Pebble Beach" 38.699036 -123.441299 1 57 0 5 0 34 1050 0 0 0 3 0 0 0 0 0 0 1 0 1.5 0 0 6577.74 1 1 0 5 3 0.01 0
"22" "8/20/2021" "2021" "Big River" 39.297 -123.796 1 5 0 15 46 75 16 0 39 0 134 0 58 0 0 0 2 31 0 0.633333333 6.666666667 30.178270322061 599.53568 5 5 0.46 5 5 0.19 39
"23" "8/20/2021" "2021" "Big River" 39.297 -123.796 2 3 0 3 3 1 2 0 107 0 39 0 46 2 0 0 10 74 0 1 0 30.178270322061 599.53568 5 5 0.46 5 5 0.19 107
"24" "8/27/2021" "2021" "Noyo Bay" 39.427 -123.81 1 0 0 3 11 0 0 0 98 0 84 2 1 1 20 0 0 5 0 0.066666667 0 19.676699407821 53.778 5 5 0.34 5 5 0.15 98
"25" "8/27/2021" "2021" "Noyo Bay" 39.427 -123.81 2 0 0 1 16 0 0 0 53 0 116 5 1 0 14 0 0 0 0 0 0 19.676699407821 53.778 4 3 0.11 5 5 0.14 53
"26" "8/19/2021" "2021" "Van Damme" 39.268 -123.788 1 0 0 0 11 0 0 0 1 0 0 0 2 0 0 0 9 190 100 0 73.33333333 0.847679691693 300 3 2 0.01 4 3 0.03 1
"27" "8/19/2021" "2021" "Van Damme" 39.268 -123.788 2 0 0 0 18 0 0 0 5 0 67 56 89 0 22 0 22 201 33.33333333 0.266666667 46.66666667 0.847679691693 300 3 3 0.01 4 3 0.03 5
"28" "8/26/2021" "2021" "Arena Cove" 38.907 -123.706 1 0 0 0 12 2 0 1 5 0 4 2 87 0 0 1 23 53 40 1.166666667 13.33333333 0.454207471101 838.627 1 1 0.62 3 1 0.29 6
"29" "8/26/2021" "2021" "Arena Cove" 38.907 -123.706 2 0 0 0 1 0 454 0 24 0 74 0 285 0 11 7 3 28 6.666666667 1.533333333 0 0.454207471101 838.627 1 1 0.84 3 1 0.3 24
"30" "9/9/2021" "2021" "Timber Cove" 38.532597 -123.273909 1 68 0 6 3 16 357 0 99 0 3 0 292 3 0 0 0 18 0 0.433333333 20 0.16287457207284 31.005 3 1 0.24 4 2 0.34 99
"31" "9/9/2021" "2021" "Timber Cove" 38.532597 -123.273909 2 26 0 2 0 11 230 0 1 0 3 0 35 0 1 0 2 2 0 0.933333333 26.66666667 0.16287457207284 31.005 3 1 0.24 4 2 0.34 1
"32" "8/8/2022" "2022" "Russian Gulch" 38.466168 -123.156757 1 9 0 0 26 0 34 3 4 6 142 0 65 374 7 0 0 0 0 1.8 100 7.154385898317 66.06 2 2 0.14 3 3 0.2 7
"33" "8/8/2022" "2022" "Russian Gulch" 38.466168 -123.156757 2 0 0 4 0 0 0 3 56 0 25 0 10 183 87 0 0 0 3.333333333 1.8 66.66666667 7.154385898317 66.06 2 2 0 3 3 0.2 59
"34" "8/8/2022" "2022" "Russian Gulch" 38.466168 -123.156757 3 0 0 3 0 0 0 0 0 0 98 0 226 433 3 0 0 0 0 1.2 53.33333333 7.154385898317 66.06 NA NA NA 3 3 0.2 0
"35" "8/18/2022" "2022" "Navarro River" 39.18 -123.754 1 0 0 16 2 0 800 0 60 0 20 23 94 30 32 9 0 32 26.66666667 0.8 60 130.519093158381 718 3 3 0.36 5 4 0.08 60
"36" "8/18/2022" "2022" "Navarro River" 39.18 -123.754 2 0 0 10 0 0 3 0 7 0 0 43 44 1 144 86 0 16 66.66666667 0.5 53.33333333 130.519093158381 718 3 3 0.36 5 4 0.08 7
"38" "8/10/2022" "2022" "Shell Beach" 38.72461 -123.47869 1 0 6 0 0 0 0 0 0 0 46 0 0 3 0 0 0 0 80 0.666666667 13.33333333 0 6900.11 4 4 0 5 5 0.03 0
"39" "8/10/2022" "2022" "Shell Beach" 38.72461 -123.47869 2 0 0 0 0 0 0 0 0 31 43 7 0 41 0 0 0 0 83.33333333 0.366666667 46.66666667 0 6900.11 4 4 0 5 5 0.04 0
"40" "8/10/2022" "2022" "Shell Beach" 38.72461 -123.47869 3 2 5 0 0 0 0 1 3 4 107 0 9 61 3 0 0 0 70 0.466666667 26.66666667 0 6900.11 NA NA NA 5 5 0.04 4
"41" "8/10/2022" "2022" "Pebble Beach" 38.699036 -123.441299 1 40 0 2 0 37 2500 0 0 0 2 0 0 0 0 0 0 0 0 1 100 0 6577.74 0 0 0 4 2 0 0
"42" "8/10/2022" "2022" "Pebble Beach" 38.699036 -123.441299 2 53 0 3 0 22 3600 0 0 0 0 0 0 0 0 0 0 0 0 1.166666667 100 0 6577.74 NA NA NA 4 2 0 0
"43" "8/10/2022" "2022" "Pebble Beach" 38.699036 -123.441299 3 25 0 5 0 27 2600 0 0 0 2 0 0 0 0 0 0 6 0 1.166666667 100 0 6577.74 NA NA NA 4 2 0 0
"44" "7/28/2022" "2022" "Big River" 39.297 -123.796 1 3 0 0 3 16 274 0 1 0 57 0 0 0 0 0 0 0 0 1.2 100 82.253049789261 599.53568 5 5 0.14 5 5 0.14 1
"45" "7/28/2022" "2022" "Big River" 39.297 -123.796 2 4 0 2 39 6 200 0 137 0 251 0 2 398 0 0 0 180 13.33333333 0.9 93.33333333 82.253049789261 599.53568 5 5 0.14 5 5 0.14 137
"46" "7/28/2022" "2022" "Big River" 39.297 -123.796 3 0 0 0 4 0 0 0 11 0 14 13 2 412 4 1 0 65 16.66666667 0.833333333 86.66666667 82.253049789261 599.53568 NA NA NA 5 5 0.14 11
"47" "7/29/2022" "2022" "Noyo Bay" 39.427 -123.81 1 1 0 0 4 0 0 3 33 0 16 87 25 0 0 3 0 17 0 1 100 53.461655884461 53.778 5 5 0.18 5 5 0.09 36
"48" "7/29/2022" "2022" "Noyo Bay" 39.427 -123.81 2 0 0 0 1 0 0 2 84 0 10 0 6 0 0 6 0 116 6.666666667 1 93.33333333 53.461655884461 53.778 4 3 0.01 5 5 0.07 86
"49" "7/29/2022" "2022" "Noyo Bay" 39.427 -123.81 3 0 0 0 0 0 0 0 3 0 28 0 2 1 0 0 0 102 6.666666667 1 100 53.461655884461 53.778 NA NA NA 5 5 0.07 3
"50" "7/27/2022" "2022" "Van Damme" 39.268 -123.788 1 0 0 1 27 0 0 3 0 0 30 0 0 1 7 0 3 2 50 0.033333333 13.33333333 2.295507396981 300 3 2 0.43 4 3 0.15 3
"51" "7/27/2022" "2022" "Van Damme" 39.268 -123.788 2 0 0 0 0 0 0 0 30 0 30 6 3 0 15 0 0 15 93.33333333 0 13.33333333 2.295507396981 300 3 3 0.27 4 3 0.15 30
"52" "7/27/2022" "2022" "Van Damme" 39.268 -123.788 3 0 0 0 34 0 0 1 22 0 24 10 0 0 0 0 0 25 70 0 26.66666667 2.295507396981 300 NA NA NA 4 3 0.15 23
"53" "8/17/2022" "2022" "Arena Cove" 38.907 -123.706 1 0 0 0 107 0 0 0 3 8 177 10 22 0 3 0 12 60 6.666666667 0.733333333 100 1.0008309147474 838.627 1 1 0 2 1 0 3
"54" "8/17/2022" "2022" "Arena Cove" 38.907 -123.706 2 0 0 0 70 0 35 0 2 93 119 3 55 0 5 0 44 165 3.333333333 0.133333333 93.33333333 1.0008309147474 838.627 1 1 0 2 1 0 2
"55" "8/11/2022" "2022" "Timber Cove" 38.532597 -123.273909 1 40 0 10 0 17 850 0 0 0 0 0 0 0 0 0 1 0 0 0.7 73.33333333 0.5484871996482 31.005 2 1 0 4 3 0.04 0
"56" "8/11/2022" "2022" "Timber Cove" 38.532597 -123.273909 2 12 0 1 0 3 180 9 34 0 0 0 14 0 15 0 10 24 0 0.266666667 100 0.5484871996482 31.005 2 1 0 4 3 0.04 43
"57" "8/11/2022" "2022" "Timber Cove" 38.532597 -123.273909 3 0 0 1 12 0 210 2 79 1 34 5 99 60 187 0 3 89 0 0.2 73.33333333 0.5484871996482 31.005 NA NA NA 4 3 0.04 81
